Partial,Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Parital,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
12,0,52.8,0.6909659018516541,15.301953872680665,0.4296904621124268,12,0,46.666666666666664,0.7069771793153551,13.417440817091201,0.37873135854800544,0.4666666666666667,0.43478260869565216,0.5
12,1,52.8,0.6924733867645264,15.139230682373046,0.42448094272613524,12,1,46.666666666666664,0.7000485380490621,12.646647829479642,0.3743915682037671,0.4666666666666667,0.43478260869565216,0.5
12,2,52.7,0.6932660365104675,14.831204704284668,0.4186970953941345,12,2,42.22222222222222,0.6956124862035116,10.205851634343466,0.33623743545677925,0.4222222222222222,0.17391304347826086,0.6818181818181818
12,3,54.0,0.6886061906814576,15.281658653259278,0.4236133909225464,12,3,46.666666666666664,0.7046893881426917,12.339056730270386,0.3659519503513972,0.4666666666666667,0.6956521739130435,0.22727272727272727
12,4,55.4,0.6868916454315186,15.396894500732422,0.42895449447631834,12,4,46.666666666666664,0.7088565773434109,11.415451765060425,0.3617882192134857,0.4666666666666667,0.43478260869565216,0.5
12,5,53.0,0.6914994287490844,14.380069667816162,0.40626170790195465,12,5,46.666666666666664,0.6976984169748094,12.081666649712457,0.3578784386316935,0.4666666666666667,0.43478260869565216,0.5
12,6,53.7,0.6879016485214233,14.309598976135254,0.40674093914031983,12,6,51.111111111111114,0.6977040277587043,13.476756281322903,0.3857961758143372,0.5111111111111111,0.043478260869565216,1.0
12,7,56.8,0.6792790575027465,15.39715273284912,0.42397760415077207,12,7,48.888888888888886,0.761552686823739,12.07584129969279,0.3657439190066523,0.4888888888888889,0.0,1.0
12,8,60.7,0.6541720457077026,16.573726531982423,0.4458330125808716,12,8,48.888888888888886,1.4223005755080118,12.495865631103516,0.36124463234510684,0.4888888888888889,0.0,1.0
12,9,55.8,0.6762877674102783,14.441471435546875,0.4066084127426147,12,9,48.888888888888886,0.7464482214715745,11.773469479878743,0.3573420458783706,0.4888888888888889,0.0,1.0
12,10,59.1,0.6625502433776855,15.488700023651123,0.4240319674015045,12,10,51.111111111111114,0.7029521014955309,12.405850728352865,0.36813183054327964,0.5111111111111111,0.043478260869565216,1.0
