Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,50.0,0.6932885642051697,0.09601813530921936,0.4075553698539734,0,50.0,0.6932885642051697,0.09601813530921936,0.4075553698539734,0.6666666666666666,1.0,0.0
1,50.0,0.6931589841842651,0.07250539016723632,0.4026427578926086,1,50.0,0.6931589841842651,0.07250539016723632,0.4026427578926086,0.6666666666666666,1.0,0.0
2,50.0,0.6931473255157471,0.07746937543153763,0.3978398838043213,2,50.0,0.6931473255157471,0.07746937543153763,0.3978398838043213,0.6666666666666666,1.0,0.0
3,50.0,0.6931472911834716,0.044568442314863205,0.3931474494934082,3,50.0,0.6931472911834716,0.044568442314863205,0.3931474494934082,0.3333333333333333,0.0,1.0
4,50.0,0.6931473474502563,0.052194694608449936,0.38856470632553103,4,50.0,0.6931473474502563,0.052194694608449936,0.38856470632553103,0.3333333333333333,0.0,1.0
5,50.0,0.6931472473144531,0.08517204600572587,0.38409010124206544,5,50.0,0.6931472473144531,0.08517204600572587,0.38409010124206544,0.6666666666666666,1.0,0.0
6,50.0,0.6931472196578979,-0.01336904114484787,0.37972178602218626,6,50.0,0.6931472196578979,-0.01336904114484787,0.37972178602218626,0.6666666666666666,1.0,0.0
7,50.0,0.6931472482681275,0.1621536228656769,0.3754579091072083,7,50.0,0.6931472482681275,0.1621536228656769,0.3754579091072083,0.3333333333333333,0.0,1.0
8,50.0,0.6931472249031067,0.0672274075448513,0.37129649686813354,8,50.0,0.6931472249031067,0.0672274075448513,0.37129649686813354,0.6666666666666666,1.0,0.0
9,50.0,0.693147264957428,0.09708570253849029,0.36723575162887573,9,50.0,0.693147264957428,0.09708570253849029,0.36723575162887573,0.6666666666666666,1.0,0.0
10,50.0,0.6931472282409668,0.11228716593980789,0.3632738370895386,10,50.0,0.6931472282409668,0.11228716593980789,0.3632738370895386,0.3333333333333333,0.0,1.0
11,50.0,0.6931472520828247,0.08108487851917744,0.3594088635444641,11,50.0,0.6931472520828247,0.08108487851917744,0.3594088635444641,0.3333333333333333,0.0,1.0
12,50.0,0.6931471929550171,0.12167251336574554,0.3556390976905823,12,50.0,0.6931471929550171,0.12167251336574554,0.3556390976905823,0.6666666666666666,1.0,0.0
13,50.0,0.6931471900939942,0.0033669693470001223,0.3519627733230591,13,50.0,0.6931471900939942,0.0033669693470001223,0.3519627733230591,0.6666666666666666,1.0,0.0
14,50.0,0.6931471891403198,0.027428985178470613,0.3483782496452332,14,50.0,0.6931471891403198,0.027428985178470613,0.3483782496452332,0.3333333333333333,0.0,1.0
15,50.0,0.6931472110748291,0.11979591637849808,0.34488389587402346,15,50.0,0.6931472110748291,0.11979591637849808,0.34488389587402346,0.6666666666666666,1.0,0.0
16,50.0,0.6931471967697144,0.08302255022525787,0.3414780354499817,16,50.0,0.6931471967697144,0.08302255022525787,0.3414780354499817,0.3333333333333333,0.0,1.0
17,50.0,0.6931471848487853,0.05100651997327805,0.33815913200378417,17,50.0,0.6931471848487853,0.05100651997327805,0.33815913200378417,0.6666666666666666,1.0,0.0
18,50.0,0.6931472148895264,0.10243463492393494,0.33492563223838806,18,50.0,0.6931472148895264,0.10243463492393494,0.33492563223838806,0.3333333333333333,0.0,1.0
19,50.0,0.6931471939086914,0.052821431398391724,0.3317760105133057,19,50.0,0.6931471939086914,0.052821431398391724,0.3317760105133057,0.3333333333333333,0.0,1.0
20,50.0,0.69314719581604,0.08818686854839325,0.3287088136672974,20,50.0,0.69314719581604,0.08818686854839325,0.3287088136672974,0.3333333333333333,0.0,1.0
21,50.0,0.6931471920013428,0.05100198030471802,0.32572261476516723,21,50.0,0.6931471920013428,0.05100198030471802,0.32572261476516723,0.6666666666666666,1.0,0.0
22,50.0,0.6931471977233886,0.061633192002773285,0.32281598734855654,22,50.0,0.6931471977233886,0.061633192002773285,0.32281598734855654,0.3333333333333333,0.0,1.0
23,50.0,0.6931472005844116,0.09892723348736764,0.3199875302314758,23,50.0,0.6931472005844116,0.09892723348736764,0.3199875302314758,0.3333333333333333,0.0,1.0
24,50.0,0.6931471996307373,0.075583759278059,0.31723593425750735,24,50.0,0.6931471996307373,0.075583759278059,0.31723593425750735,0.3333333333333333,0.0,1.0
25,50.0,0.6931471900939942,0.08496753206849098,0.314559885263443,25,50.0,0.6931471900939942,0.08496753206849098,0.314559885263443,0.6666666666666666,1.0,0.0
26,50.0,0.6931471891403198,0.08773577427864075,0.31195808219909665,26,50.0,0.6931471891403198,0.08773577427864075,0.31195808219909665,0.6666666666666666,1.0,0.0
27,50.0,0.6931471881866456,0.08776281076669692,0.30942928743362424,27,50.0,0.6931471881866456,0.08776281076669692,0.30942928743362424,0.6666666666666666,1.0,0.0
28,50.0,0.6931472005844116,0.08373717296123505,0.3069721851348877,28,50.0,0.6931472005844116,0.08373717296123505,0.3069721851348877,0.6666666666666666,1.0,0.0
29,50.0,0.6931471905708313,0.0583273089826107,0.30458559083938597,29,50.0,0.6931471905708313,0.0583273089826107,0.30458559083938597,0.3333333333333333,0.0,1.0
30,50.0,0.6931472005844116,0.04397198131680489,0.30226834201812747,30,50.0,0.6931472005844116,0.04397198131680489,0.30226834201812747,0.6666666666666666,1.0,0.0
31,50.0,0.6931472082138062,0.02346670866012573,0.3000192251205444,31,50.0,0.6931472082138062,0.02346670866012573,0.3000192251205444,0.6666666666666666,1.0,0.0
