Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,50.0,0.6931559538841248,0.0815819021165371,0.38693266248703,0,50.0,0.6931559538841248,0.0815819021165371,0.38693266248703,0.6666666666666666,1.0,0.0
1,50.0,0.6931517524719238,0.03725292441248894,0.3475798006057739,1,50.0,0.6931517524719238,0.03725292441248894,0.3475798006057739,0.3333333333333333,0.0,1.0
2,50.0,0.6931483459472656,0.09328574740886689,0.31877295637130737,2,50.0,0.6931483459472656,0.09328574740886689,0.31877295637130737,0.3333333333333333,0.0,1.0
3,50.0,0.6931472401618958,0.039697544872760775,0.29797985148429873,3,50.0,0.6931472401618958,0.039697544872760775,0.29797985148429873,0.3333333333333333,0.0,1.0
4,50.0,0.6931474738121033,0.02964178216457367,0.2831526551246643,4,50.0,0.6931474738121033,0.02964178216457367,0.2831526551246643,0.3333333333333333,0.0,1.0
5,50.0,0.6931473608016968,0.021295315533876417,0.27270233607292177,5,50.0,0.6931473608016968,0.021295315533876417,0.27270233607292177,0.6666666666666666,1.0,0.0
6,50.0,0.6931471881866456,0.042936252295970916,0.26541843795776365,6,50.0,0.6931471881866456,0.042936252295970916,0.26541843795776365,0.3333333333333333,0.0,1.0
7,50.0,0.6931472215652466,0.08196778479218483,0.2603942937850952,7,50.0,0.6931472215652466,0.08196778479218483,0.2603942937850952,0.6666666666666666,1.0,0.0
8,50.0,0.6931472158432007,-0.008976235151290894,0.2569619841575623,8,50.0,0.6931472158432007,-0.008976235151290894,0.2569619841575623,0.6666666666666666,1.0,0.0
9,50.0,0.6931472344398498,-0.04602146604657173,0.2546374354362488,9,50.0,0.6931472344398498,-0.04602146604657173,0.2546374354362488,0.3333333333333333,0.0,1.0
10,50.0,0.6931472053527832,-0.020525770366191864,0.2530750641822815,10,50.0,0.6931472053527832,-0.020525770366191864,0.2530750641822815,0.3333333333333333,0.0,1.0
11,50.0,0.6931471977233886,0.011035491108894348,0.2520318429470062,11,50.0,0.6931471977233886,0.011035491108894348,0.2520318429470062,0.6666666666666666,1.0,0.0
12,50.0,0.69314719581604,0.07255661180615425,0.2513390610218048,12,50.0,0.69314719581604,0.07255661180615425,0.2513390610218048,0.6666666666666666,1.0,0.0
13,50.0,0.6931472206115723,-0.007572467267513275,0.2508810067176819,13,50.0,0.6931472206115723,-0.007572467267513275,0.2508810067176819,0.3333333333333333,0.0,1.0
14,50.0,0.693147319316864,0.009321604818105698,0.2505791575908661,14,50.0,0.693147319316864,0.009321604818105698,0.2505791575908661,0.6666666666666666,1.0,0.0
15,50.0,0.6931475400924683,-0.001530515193939209,0.2503807120323181,15,50.0,0.6931475400924683,-0.001530515193939209,0.2503807120323181,0.6666666666666666,1.0,0.0
16,50.0,0.6931475448608398,0.0018582627475261689,0.2502504358291626,16,50.0,0.6931475448608398,0.0018582627475261689,0.2502504358291626,0.3333333333333333,0.0,1.0
17,50.0,0.6931474399566651,-0.0471662957072258,0.2501649646759033,17,50.0,0.6931474399566651,-0.0471662957072258,0.2501649646759033,0.3333333333333333,0.0,1.0
18,50.0,0.6931473340988159,0.0023579503893852234,0.2501088719367981,18,50.0,0.6931473340988159,0.0023579503893852234,0.2501088719367981,0.6666666666666666,1.0,0.0
19,50.0,0.6931472396850586,0.008342600554227829,0.2500720286369324,19,50.0,0.6931472396850586,0.008342600554227829,0.2500720286369324,0.6666666666666666,1.0,0.0
20,50.0,0.6931472387313843,-0.04966386491060257,0.2500477948188782,20,50.0,0.6931472387313843,-0.04966386491060257,0.2500477948188782,0.3333333333333333,0.0,1.0
21,50.0,0.6931472434997559,0.0021320926547050475,0.2500318262577057,21,50.0,0.6931472434997559,0.0021320926547050475,0.2500318262577057,0.6666666666666666,1.0,0.0
22,50.0,0.6931472845077514,-0.04410115304589272,0.25002126502990724,22,50.0,0.6931472845077514,-0.04410115304589272,0.25002126502990724,0.3333333333333333,0.0,1.0
23,50.0,0.6931472349166871,-0.021898515462875367,0.25001426887512207,23,50.0,0.6931472349166871,-0.021898515462875367,0.25001426887512207,0.3333333333333333,0.0,1.0
24,50.0,0.6931472125053406,-0.030905734688043595,0.25000961184501647,24,50.0,0.6931472125053406,-0.030905734688043595,0.25000961184501647,0.6666666666666666,1.0,0.0
25,50.0,0.6931472630500793,-0.022448347598314284,0.25000650620460513,25,50.0,0.6931472630500793,-0.022448347598314284,0.25000650620460513,0.6666666666666666,1.0,0.0
26,50.0,0.6931473016738892,0.011157578587532043,0.25000442934036254,26,50.0,0.6931473016738892,0.011157578587532043,0.25000442934036254,0.6666666666666666,1.0,0.0
27,50.0,0.6931474590301514,-0.010578905045986176,0.25000302505493166,27,50.0,0.6931474590301514,-0.010578905045986176,0.25000302505493166,0.6666666666666666,1.0,0.0
28,50.0,0.6931474704742432,0.04018110927939415,0.2500020787715912,28,50.0,0.6931474704742432,0.04018110927939415,0.2500020787715912,0.3333333333333333,0.0,1.0
29,50.0,0.6931477489471436,0.012737130165100098,0.250001437664032,29,50.0,0.6931477489471436,0.012737130165100098,0.250001437664032,0.3333333333333333,0.0,1.0
30,50.0,0.6931487302780152,-0.01606124997138977,0.2500009956359863,30,50.0,0.6931487302780152,-0.01606124997138977,0.2500009956359863,0.6666666666666666,1.0,0.0
31,50.0,0.6931478099822999,0.035057853877544405,0.250000697851181,31,50.0,0.6931478099822999,0.035057853877544405,0.250000697851181,0.3333333333333333,0.0,1.0
32,50.0,0.6931479263305664,-0.03940531539916992,0.25000048995018004,32,50.0,0.6931479263305664,-0.03940531539916992,0.25000048995018004,0.3333333333333333,0.0,1.0
33,50.0,0.6931474742889404,-0.03627899214625359,0.2500003437995911,33,50.0,0.6931474742889404,-0.03627899214625359,0.2500003437995911,0.6666666666666666,1.0,0.0
34,50.0,0.6931474266052247,0.0275132737159729,0.2500002446174622,34,50.0,0.6931474266052247,0.0275132737159729,0.2500002446174622,0.6666666666666666,1.0,0.0
35,50.0,0.693147850036621,-0.01585880723595619,0.25000017285346987,35,50.0,0.693147850036621,-0.01585880723595619,0.25000017285346987,0.6666666666666666,1.0,0.0
36,50.0,0.6931474628448486,-0.03034958507120609,0.250000118970871,36,50.0,0.6931474628448486,-0.03034958507120609,0.250000118970871,0.3333333333333333,0.0,1.0
37,50.0,0.6931473217010498,-0.031949916616082194,0.25000009036064147,37,50.0,0.6931473217010498,-0.031949916616082194,0.25000009036064147,0.3333333333333333,0.0,1.0
38,50.0,0.6931472902297974,0.0042786051630973815,0.2500000615119934,38,50.0,0.6931472902297974,0.0042786051630973815,0.2500000615119934,0.3333333333333333,0.0,1.0
39,50.0,0.6931473565101623,0.007069520354270935,0.25000004792213437,39,50.0,0.6931473565101623,0.007069520354270935,0.25000004792213437,0.6666666666666666,1.0,0.0
40,50.0,0.6931473994255066,0.0006536032408475876,0.2500000298023224,40,50.0,0.6931473994255066,0.0006536032408475876,0.2500000298023224,0.6666666666666666,1.0,0.0
41,50.0,0.6931472501754761,0.022785124614834784,0.2500000293254852,41,50.0,0.6931472501754761,0.022785124614834784,0.2500000293254852,0.6666666666666666,1.0,0.0
42,50.0,0.6931472210884094,0.027980084419250487,0.25000002145767214,42,50.0,0.6931472210884094,0.027980084419250487,0.25000002145767214,0.3333333333333333,0.0,1.0
43,50.0,0.6931472749710083,-0.01711115092039108,0.2500000123977661,43,50.0,0.6931472749710083,-0.01711115092039108,0.2500000123977661,0.6666666666666666,1.0,0.0
44,50.0,0.6931473231315612,0.014924892723560334,0.25,44,50.0,0.6931473231315612,0.014924892723560334,0.25,0.3333333333333333,0.0,1.0
45,50.0,0.6931472549438477,-0.004730757489800453,0.25000000405311584,45,50.0,0.6931472549438477,-0.004730757489800453,0.25000000405311584,0.3333333333333333,0.0,1.0
46,50.0,0.69314724111557,-0.02247281250357628,0.24999999284744262,46,50.0,0.69314724111557,-0.02247281250357628,0.24999999284744262,0.3333333333333333,0.0,1.0
47,50.0,0.69314724111557,-0.013227778643369674,0.24999999630451203,47,50.0,0.69314724111557,-0.013227778643369674,0.24999999630451203,0.3333333333333333,0.0,1.0
48,50.0,0.6931472320556641,0.03697047078609467,0.2499999850988388,48,50.0,0.6931472320556641,0.03697047078609467,0.2499999850988388,0.6666666666666666,1.0,0.0
49,50.0,0.693147216796875,-0.009473471999168396,0.24999998760223388,49,50.0,0.693147216796875,-0.009473471999168396,0.24999998760223388,0.3333333333333333,0.0,1.0
50,50.0,0.6931472144126892,0.006323558151721954,0.24999999618530275,50,50.0,0.6931472144126892,0.006323558151721954,0.24999999618530275,0.6666666666666666,1.0,0.0
51,50.0,0.6931472578048706,-0.0024923564791679382,0.24999999630451203,51,50.0,0.6931472578048706,-0.0024923564791679382,0.24999999630451203,0.6666666666666666,1.0,0.0
52,50.0,0.6931473007202148,0.01891578793525696,0.24999999260902406,52,50.0,0.6931473007202148,0.01891578793525696,0.24999999260902406,0.6666666666666666,1.0,0.0
53,50.0,0.693147201538086,0.040192841932177543,0.24999999248981475,53,50.0,0.693147201538086,0.040192841932177543,0.24999999248981475,0.6666666666666666,1.0,0.0
54,50.0,0.6931472024917602,0.015973123133182526,0.24999999260902406,54,50.0,0.6931472024917602,0.015973123133182526,0.24999999260902406,0.6666666666666666,1.0,0.0
55,50.0,0.6931471900939942,-0.03383798208832741,0.24999999463558198,55,50.0,0.6931471900939942,-0.03383798208832741,0.24999999463558198,0.6666666666666666,1.0,0.0
56,50.0,0.69314719581604,0.07552663332223893,0.2499999964237213,56,50.0,0.69314719581604,0.07552663332223893,0.2499999964237213,0.6666666666666666,1.0,0.0
57,50.0,0.6931471910476684,0.01258903604745865,0.24999999618530275,57,50.0,0.6931471910476684,0.01258903604745865,0.24999999618530275,0.3333333333333333,0.0,1.0
58,50.0,0.6931472139358521,0.006508998930454254,0.24999999618530275,58,50.0,0.6931472139358521,0.006508998930454254,0.24999999618530275,0.6666666666666666,1.0,0.0
59,50.0,0.6931471977233886,-0.02768273025751114,0.24999999630451203,59,50.0,0.6931471977233886,-0.02768273025751114,0.24999999630451203,0.6666666666666666,1.0,0.0
60,50.0,0.6931471900939942,-0.04110247319936752,0.2499999964237213,60,50.0,0.6931471900939942,-0.04110247319936752,0.2499999964237213,0.6666666666666666,1.0,0.0
61,50.0,0.6931471867561341,-0.044462036311626436,0.24999999618530275,61,50.0,0.6931471867561341,-0.044462036311626436,0.24999999618530275,0.6666666666666666,1.0,0.0
62,50.0,0.6931471929550171,-0.03817765182256699,0.24999999618530275,62,50.0,0.6931471929550171,-0.03817765182256699,0.24999999618530275,0.6666666666666666,1.0,0.0
63,50.0,0.6931471996307373,-0.0028735752999782564,0.24999999558925629,63,50.0,0.6931471996307373,-0.0028735752999782564,0.24999999558925629,0.6666666666666666,1.0,0.0
64,50.0,0.6931471943855285,0.05885124945640564,0.2499999850988388,64,50.0,0.6931471943855285,0.05885124945640564,0.2499999850988388,0.3333333333333333,0.0,1.0
65,50.0,0.6931471900939942,-0.008815809845924378,0.2499999850988388,65,50.0,0.6931471900939942,-0.008815809845924378,0.2499999850988388,0.3333333333333333,0.0,1.0
66,50.0,0.6931471953392029,-0.028226833522319795,0.2499999850988388,66,50.0,0.6931471953392029,-0.028226833522319795,0.2499999850988388,0.3333333333333333,0.0,1.0
67,50.0,0.6931471948623658,-0.01849225068092346,0.2499999850988388,67,50.0,0.6931471948623658,-0.01849225068092346,0.2499999850988388,0.3333333333333333,0.0,1.0
68,50.0,0.693147180557251,-0.031694819867610934,0.2499999850988388,68,50.0,0.693147180557251,-0.031694819867610934,0.2499999850988388,0.6666666666666666,1.0,0.0
69,50.0,0.6931471948623658,-0.0066993444263935085,0.2499999850988388,69,50.0,0.6931471948623658,-0.0066993444263935085,0.2499999850988388,0.6666666666666666,1.0,0.0
70,50.0,0.6931471900939942,-0.010198799818754196,0.2499999850988388,70,50.0,0.6931471900939942,-0.010198799818754196,0.2499999850988388,0.3333333333333333,0.0,1.0
71,50.0,0.6931471872329712,-0.03580924046039581,0.2499999850988388,71,50.0,0.6931471872329712,-0.03580924046039581,0.2499999850988388,0.3333333333333333,0.0,1.0
72,50.0,0.6931471924781799,-0.015540311962366105,0.2499999850988388,72,50.0,0.6931471924781799,-0.015540311962366105,0.2499999850988388,0.3333333333333333,0.0,1.0
73,50.0,0.6931471872329712,0.005229222387075424,0.2499999850988388,73,50.0,0.6931471872329712,0.005229222387075424,0.2499999850988388,0.6666666666666666,1.0,0.0
74,50.0,0.6931471939086914,0.009680580377578735,0.2499999850988388,74,50.0,0.6931471939086914,0.009680580377578735,0.2499999850988388,0.3333333333333333,0.0,1.0
75,50.0,0.6931471872329712,-0.04003323370218277,0.2499999850988388,75,50.0,0.6931471872329712,-0.04003323370218277,0.2499999850988388,0.3333333333333333,0.0,1.0
76,50.0,0.6931471877098083,-0.006880501568317413,0.2499999850988388,76,50.0,0.6931471877098083,-0.006880501568317413,0.2499999850988388,0.3333333333333333,0.0,1.0
77,50.0,0.6931471910476684,0.010015892863273621,0.2499999850988388,77,50.0,0.6931471910476684,0.010015892863273621,0.2499999850988388,0.3333333333333333,0.0,1.0
78,50.0,0.6931471900939942,-0.014105851709842682,0.2499999850988388,78,50.0,0.6931471900939942,-0.014105851709842682,0.2499999850988388,0.6666666666666666,1.0,0.0
79,50.0,0.6931471891403198,-0.02569462463259697,0.2499999850988388,79,50.0,0.6931471891403198,-0.02569462463259697,0.2499999850988388,0.6666666666666666,1.0,0.0
