Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,52.3,0.6914085884094239,0.01894443680346012,0.4259564056396484,0,52.3,0.6914085884094239,0.01894443680346012,0.4259564056396484,0.4838709677419355,0.47368421052631576,0.5
1,53.8,0.6901614837646485,-0.007131386697292328,0.4326935179233551,1,53.8,0.6901614837646485,-0.007131386697292328,0.4326935179233551,0.4838709677419355,0.47368421052631576,0.5
2,50.7,0.6937493524551391,0.013916820593178272,0.40376469373703006,2,50.7,0.6937493524551391,0.013916820593178272,0.40376469373703006,0.4838709677419355,0.47368421052631576,0.5
3,51.6,0.6912538242340088,0.01392182344198227,0.40615407705307005,3,51.6,0.6912538242340088,0.01392182344198227,0.40615407705307005,0.4838709677419355,0.47368421052631576,0.5
4,55.7,0.6880079288482666,0.013619698360562324,0.43203437876701356,4,55.7,0.6880079288482666,0.013619698360562324,0.43203437876701356,0.5161290322580645,0.5263157894736842,0.5
5,52.6,0.6913319053649902,0.03229155740141869,0.40406987142562867,5,52.6,0.6913319053649902,0.03229155740141869,0.40406987142562867,0.5483870967741935,0.5263157894736842,0.5833333333333334
6,53.0,0.6917850885391236,0.009854429386556148,0.4024180920124054,6,53.0,0.6917850885391236,0.009854429386556148,0.4024180920124054,0.5806451612903226,0.6842105263157895,0.4166666666666667
7,55.9,0.6866655254364014,0.025324829548597334,0.4184402747154236,7,55.9,0.6866655254364014,0.025324829548597334,0.4184402747154236,0.4838709677419355,0.5263157894736842,0.4166666666666667
8,53.9,0.687882851600647,0.02855332262814045,0.39949795365333557,8,53.9,0.687882851600647,0.02855332262814045,0.39949795365333557,0.4838709677419355,0.42105263157894735,0.5833333333333334
9,57.1,0.6876713514328003,-0.01222459813952446,0.41691381454467774,9,57.1,0.6876713514328003,-0.01222459813952446,0.41691381454467774,0.41935483870967744,0.3157894736842105,0.5833333333333334
10,55.7,0.6847058081626892,0.013770079523324966,0.4025076577663422,10,55.7,0.6847058081626892,0.013770079523324966,0.4025076577663422,0.41935483870967744,0.3157894736842105,0.5833333333333334
11,57.5,0.6778734045028687,-0.008248472467064857,0.4097715907096863,11,57.5,0.6778734045028687,-0.008248472467064857,0.4097715907096863,0.5161290322580645,0.5263157894736842,0.5
12,60.0,0.6713833141326905,0.013810714960098266,0.42108686542510987,12,60.0,0.6713833141326905,0.013810714960098266,0.42108686542510987,0.45161290322580644,0.21052631578947367,0.8333333333333334
