Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,50.0,0.6940107636451721,0.006369040697813034,0.407646746635437,0,50.0,0.6940107636451721,0.006369040697813034,0.407646746635437,0.525,0.5,0.5625
1,51.6,0.6926284646987915,0.008175318077206612,0.4153548121452332,1,51.6,0.6926284646987915,0.008175318077206612,0.4153548121452332,0.525,0.5,0.5625
2,50.0,0.692830219745636,-0.009421245098114013,0.39814206409454345,2,50.0,0.692830219745636,-0.009421245098114013,0.39814206409454345,0.525,0.5,0.5625
3,51.9,0.6913226461410522,0.015273088403046132,0.40797282016277314,3,51.9,0.6913226461410522,0.015273088403046132,0.40797282016277314,0.425,0.3333333333333333,0.5625
4,49.1,0.6949663228988647,0.051501289620995525,0.38243250703811643,4,49.1,0.6949663228988647,0.051501289620995525,0.38243250703811643,0.5,0.375,0.6875
5,55.3,0.6900041360855103,0.013201930612325668,0.42364467549324036,5,55.3,0.6900041360855103,0.013201930612325668,0.42364467549324036,0.425,0.5416666666666666,0.25
6,54.5,0.6884102039337158,-0.0012234305143356324,0.4125739948749542,6,54.5,0.6884102039337158,-0.0012234305143356324,0.4125739948749542,0.4,0.375,0.4375
7,51.4,0.6906593608856201,-0.016037619959563015,0.38577178406715396,7,51.4,0.6906593608856201,-0.016037619959563015,0.38577178406715396,0.55,0.6666666666666666,0.375
8,55.8,0.6889797229766845,-0.017226094901561736,0.41213796639442446,8,55.8,0.6889797229766845,-0.017226094901561736,0.41213796639442446,0.375,0.25,0.5625
9,55.4,0.6888393049240112,0.004629304230213165,0.40443279314041136,9,55.4,0.6888393049240112,0.004629304230213165,0.40443279314041136,0.475,0.3333333333333333,0.6875
10,55.4,0.6841495275497437,-0.0022450207471847532,0.3996727669239044,10,55.4,0.6841495275497437,-0.0022450207471847532,0.3996727669239044,0.425,0.20833333333333334,0.75
11,55.4,0.6878935632705688,0.010917039215564727,0.3950623455047607,11,55.4,0.6878935632705688,0.010917039215564727,0.3950623455047607,0.45,0.4166666666666667,0.5
12,55.3,0.6889405059814453,0.03710061305761337,0.3899234054088593,12,55.3,0.6889405059814453,0.03710061305761337,0.3899234054088593,0.5,0.4583333333333333,0.5625
13,55.8,0.6842941088676453,0.010315261125564575,0.38876018691062925,13,55.8,0.6842941088676453,0.010315261125564575,0.38876018691062925,0.375,0.2916666666666667,0.5
14,54.8,0.6847263956069947,-0.0020541512966156007,0.3781797456741333,14,54.8,0.6847263956069947,-0.0020541512966156007,0.3781797456741333,0.65,0.5833333333333334,0.75
15,54.0,0.6866199808120728,0.018636525824666024,0.36929715394973756,15,54.0,0.6866199808120728,0.018636525824666024,0.36929715394973756,0.575,0.625,0.5
