Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,49.6,0.6948332366943359,0.03724402061104774,0.4043725152015686,0,49.6,0.6948332366943359,0.03724402061104774,0.4043725152015686,0.4883720930232558,0.0,1.0
1,53.3,0.6912444820404052,0.0019849043488502503,0.4283576191663742,1,53.3,0.6912444820404052,0.0019849043488502503,0.4283576191663742,0.4883720930232558,0.5454545454545454,0.42857142857142855
2,50.6,0.6934056177139282,0.026143056526780128,0.4024002885818481,2,50.6,0.6934056177139282,0.026143056526780128,0.4024002885818481,0.46511627906976744,0.5909090909090909,0.3333333333333333
3,54.3,0.6916157732009888,0.017351253747940065,0.425740975856781,3,54.3,0.6916157732009888,0.017351253747940065,0.425740975856781,0.4186046511627907,0.6363636363636364,0.19047619047619047
4,55.1,0.6872235307693482,-0.0005397170782089234,0.42644860339164736,4,55.1,0.6872235307693482,-0.0005397170782089234,0.42644860339164736,0.4883720930232558,0.5454545454545454,0.42857142857142855
5,52.8,0.6875850734710693,0.017401008486747742,0.4044941989183426,5,52.8,0.6875850734710693,0.017401008486747742,0.4044941989183426,0.5348837209302325,0.5454545454545454,0.5238095238095238
6,54.4,0.6859921126365661,0.018303675293922423,0.411418673992157,6,54.4,0.6859921126365661,0.018303675293922423,0.411418673992157,0.46511627906976744,0.45454545454545453,0.47619047619047616
7,58.9,0.6811648960113525,0.03519079297780991,0.4382813663482666,7,58.9,0.6811648960113525,0.03519079297780991,0.4382813663482666,0.5348837209302325,0.5454545454545454,0.5238095238095238
8,55.8,0.6837819213867188,0.009827773064374924,0.4111823923587799,8,55.8,0.6837819213867188,0.009827773064374924,0.4111823923587799,0.46511627906976744,0.5909090909090909,0.3333333333333333
9,59.0,0.6718328008651734,0.033613493651151655,0.42814063024520876,9,59.0,0.6718328008651734,0.033613493651151655,0.42814063024520876,0.46511627906976744,0.5,0.42857142857142855
10,60.1,0.6669958944320679,0.027823260575532912,0.43008514881134036,10,60.1,0.6669958944320679,0.027823260575532912,0.43008514881134036,0.4883720930232558,0.045454545454545456,0.9523809523809523
11,62.0,0.6555414485931397,0.025374738439917565,0.43708605599403383,11,62.0,0.6555414485931397,0.025374738439917565,0.43708605599403383,0.4883720930232558,0.5,0.47619047619047616
12,62.3,0.650214674949646,0.006090284556150436,0.43327880930900575,12,62.3,0.650214674949646,0.006090284556150436,0.43327880930900575,0.5116279069767442,0.13636363636363635,0.9047619047619048
13,68.5,0.6328841485977172,0.006801561444997787,0.46657426738739016,13,68.5,0.6328841485977172,0.006801561444997787,0.46657426738739016,0.4186046511627907,0.36363636363636365,0.47619047619047616
14,64.7,0.6253589873313904,0.013078216552734376,0.4363551754951477,14,64.7,0.6253589873313904,0.013078216552734376,0.4363551754951477,0.4186046511627907,0.045454545454545456,0.8095238095238095
15,65.4,0.6256438760757447,-0.01644182327389717,0.4348211238384247,15,65.4,0.6256438760757447,-0.01644182327389717,0.4348211238384247,0.4418604651162791,0.2727272727272727,0.6190476190476191
16,65.6,0.6245957503318786,0.01324319165945053,0.43028153824806215,16,65.6,0.6245957503318786,0.01324319165945053,0.43028153824806215,0.5116279069767442,0.36363636363636365,0.6666666666666666
17,66.1,0.6207734375,0.025490319728851317,0.42756262826919555,17,66.1,0.6207734375,0.025490319728851317,0.42756262826919555,0.4883720930232558,0.5454545454545454,0.42857142857142855
18,63.2,0.6248522181510925,0.007349753096699715,0.4056519908905029,18,63.2,0.6248522181510925,0.007349753096699715,0.4056519908905029,0.5116279069767442,0.18181818181818182,0.8571428571428571
19,68.7,0.6052398829460144,-0.0009141668379306793,0.4312493457794189,19,68.7,0.6052398829460144,-0.0009141668379306793,0.4312493457794189,0.4418604651162791,0.4090909090909091,0.47619047619047616
20,65.3,0.6163529982566833,-0.002249362349510193,0.4070446619987488,20,65.3,0.6163529982566833,-0.002249362349510193,0.4070446619987488,0.6046511627906976,0.4090909090909091,0.8095238095238095
21,66.8,0.6024385657310486,0.04466639065742493,0.41000315260887144,21,66.8,0.6024385657310486,0.04466639065742493,0.41000315260887144,0.4418604651162791,0.22727272727272727,0.6666666666666666
22,69.3,0.601526303768158,0.014282965511083602,0.4177224678993225,22,69.3,0.601526303768158,0.014282965511083602,0.4177224678993225,0.46511627906976744,0.5,0.42857142857142855
23,67.6,0.6103675889968873,0.023400408148765563,0.4036022243499756,23,67.6,0.6103675889968873,0.023400408148765563,0.4036022243499756,0.3953488372093023,0.45454545454545453,0.3333333333333333
24,69.0,0.6004755578041077,0.007852717965841293,0.40538951063156126,24,69.0,0.6004755578041077,0.007852717965841293,0.40538951063156126,0.37209302325581395,0.5454545454545454,0.19047619047619047
25,67.8,0.6120620341300964,0.014069428130984307,0.39443565559387206,25,67.8,0.6120620341300964,0.014069428130984307,0.39443565559387206,0.4883720930232558,0.4090909090909091,0.5714285714285714
26,66.7,0.6039841494560242,0.03846014124155044,0.38442906785011294,26,66.7,0.6039841494560242,0.03846014124155044,0.38442906785011294,0.5581395348837209,0.36363636363636365,0.7619047619047619
27,68.4,0.5849862656593323,0.03054960985481739,0.3877014694213867,27,68.4,0.5849862656593323,0.03054960985481739,0.3877014694213867,0.5348837209302325,0.45454545454545453,0.6190476190476191
28,69.4,0.5846213765144348,0.017943403601646424,0.387424054145813,28,69.4,0.5846213765144348,0.017943403601646424,0.387424054145813,0.4418604651162791,0.45454545454545453,0.42857142857142855
29,69.9,0.5675647611618042,-0.00292409235984087,0.3847147011756897,29,69.9,0.5675647611618042,-0.00292409235984087,0.3847147011756897,0.627906976744186,0.36363636363636365,0.9047619047619048
30,67.0,0.5945628666877747,-0.0006556687206029892,0.3676464490890503,30,67.0,0.5945628666877747,-0.0006556687206029892,0.3676464490890503,0.37209302325581395,0.45454545454545453,0.2857142857142857
31,67.6,0.5937817826271057,0.025555114299058913,0.36600125312805176,31,67.6,0.5937817826271057,0.025555114299058913,0.36600125312805176,0.5581395348837209,0.5454545454545454,0.5714285714285714
32,66.0,0.6081582818031311,-0.0018248964846134185,0.3554464678764343,32,66.0,0.6081582818031311,-0.0018248964846134185,0.3554464678764343,0.4418604651162791,0.5454545454545454,0.3333333333333333
33,68.9,0.5961675338745117,0.010134226739406586,0.3630187668800354,33,68.9,0.5961675338745117,0.010134226739406586,0.3630187668800354,0.46511627906976744,0.3181818181818182,0.6190476190476191
34,66.2,0.6035868625640869,0.034080981805920604,0.3485460333824158,34,66.2,0.6035868625640869,0.034080981805920604,0.3485460333824158,0.46511627906976744,0.2727272727272727,0.6666666666666666
35,64.2,0.6045731210708618,0.018509577184915544,0.337561993598938,35,64.2,0.6045731210708618,0.018509577184915544,0.337561993598938,0.4418604651162791,0.09090909090909091,0.8095238095238095
36,71.1,0.5663248801231384,-0.010720540761947632,0.35914565706253054,36,71.1,0.5663248801231384,-0.010720540761947632,0.35914565706253054,0.5116279069767442,0.5,0.5238095238095238
37,65.6,0.5931037940979004,0.008098743870854378,0.3355824799537659,37,65.6,0.5931037940979004,0.008098743870854378,0.3355824799537659,0.5116279069767442,0.18181818181818182,0.8571428571428571
38,68.3,0.5752373428344727,0.03328877229988575,0.3414238691329956,38,68.3,0.5752373428344727,0.03328877229988575,0.3414238691329956,0.5116279069767442,0.5454545454545454,0.47619047619047616
39,69.3,0.5994744684696197,0.01301086676865816,0.34096590733528137,39,69.3,0.5994744684696197,0.01301086676865816,0.34096590733528137,0.3953488372093023,0.09090909090909091,0.7142857142857143
40,69.6,0.5717973194122314,0.009734617576003074,0.33805497860908507,40,69.6,0.5717973194122314,0.009734617576003074,0.33805497860908507,0.4883720930232558,0.45454545454545453,0.5238095238095238
41,70.9,0.5649442958831787,0.011327415227890015,0.3382004578113556,41,70.9,0.5649442958831787,0.011327415227890015,0.3382004578113556,0.4186046511627907,0.4090909090909091,0.42857142857142855
42,69.1,0.5745582756996155,0.009220985054969788,0.32892177963256836,42,69.1,0.5745582756996155,0.009220985054969788,0.32892177963256836,0.4883720930232558,0.6363636363636364,0.3333333333333333
43,67.6,0.5936520650386811,0.004576212793588638,0.3211437020301819,43,67.6,0.5936520650386811,0.004576212793588638,0.3211437020301819,0.5581395348837209,0.45454545454545453,0.6666666666666666
44,68.6,0.5834062919616699,-0.007265395343303681,0.3207104263305664,44,68.6,0.5834062919616699,-0.007265395343303681,0.3207104263305664,0.46511627906976744,0.09090909090909091,0.8571428571428571
45,70.0,0.5803103556632996,0.0033583710566163064,0.3211205043792725,45,70.0,0.5803103556632996,0.0033583710566163064,0.3211205043792725,0.5116279069767442,0.3181818181818182,0.7142857142857143
46,68.6,0.5871327385902405,0.0477870649471879,0.31410661363601683,46,68.6,0.5871327385902405,0.0477870649471879,0.31410661363601683,0.5116279069767442,0.5454545454545454,0.47619047619047616
47,69.6,0.5778045234680176,-0.0004567221105098724,0.3134037523269653,47,69.6,0.5778045234680176,-0.0004567221105098724,0.3134037523269653,0.5348837209302325,0.13636363636363635,0.9523809523809523
48,68.4,0.5761964745521545,0.010881797075271607,0.307356995344162,48,68.4,0.5761964745521545,0.010881797075271607,0.307356995344162,0.4418604651162791,0.5,0.38095238095238093
49,69.8,0.5676648921966553,0.007858600184321404,0.3075391712188721,49,69.8,0.5676648921966553,0.007858600184321404,0.3075391712188721,0.46511627906976744,0.5,0.42857142857142855
50,70.2,0.5679254484176636,0.007404154635965824,0.3052367467880249,50,70.2,0.5679254484176636,0.007404154635965824,0.3052367467880249,0.37209302325581395,0.4090909090909091,0.3333333333333333
51,69.8,0.571093056678772,-0.010914647549390793,0.301279349565506,51,69.8,0.571093056678772,-0.010914647549390793,0.301279349565506,0.4883720930232558,0.5,0.47619047619047616
52,71.6,0.555383864402771,0.02437785068154335,0.3017555642127991,52,71.6,0.555383864402771,0.02437785068154335,0.3017555642127991,0.4186046511627907,0.36363636363636365,0.47619047619047616
53,69.3,0.5551868734359742,0.04513378605246544,0.29429227304458616,53,69.3,0.5551868734359742,0.04513378605246544,0.29429227304458616,0.46511627906976744,0.18181818181818182,0.7619047619047619
54,69.5,0.5832035183906555,0.01651820206642151,0.29189157390594483,54,69.5,0.5832035183906555,0.01651820206642151,0.29189157390594483,0.5116279069767442,0.45454545454545453,0.5714285714285714
55,70.6,0.5592243614196777,0.027529934033751487,0.29096271300315857,55,70.6,0.5592243614196777,0.027529934033751487,0.29096271300315857,0.4418604651162791,0.36363636363636365,0.5238095238095238
56,69.4,0.5916849398612976,-0.012241396144032479,0.2862807149887085,56,69.4,0.5916849398612976,-0.012241396144032479,0.2862807149887085,0.5581395348837209,0.36363636363636365,0.7619047619047619
57,70.4,0.5613042335510254,-0.0029617304503917695,0.2851370806694031,57,70.4,0.5613042335510254,-0.0029617304503917695,0.2851370806694031,0.5348837209302325,0.3181818181818182,0.7619047619047619
58,72.8,0.5513592972755432,0.0025594282448291776,0.28564389038085936,58,72.8,0.5513592972755432,0.0025594282448291776,0.28564389038085936,0.5116279069767442,0.3181818181818182,0.7142857142857143
59,72.4,0.5514230895042419,0.002826465964317322,0.2820654516220093,59,72.4,0.5514230895042419,0.002826465964317322,0.2820654516220093,0.3488372093023256,0.18181818181818182,0.5238095238095238
60,72.5,0.5611692728996277,0.016143126524984838,0.2792644760608673,60,72.5,0.5611692728996277,0.016143126524984838,0.2792644760608673,0.5116279069767442,0.2727272727272727,0.7619047619047619
61,73.0,0.5423294601440429,-0.015184749335050584,0.2769184339046478,61,73.0,0.5423294601440429,-0.015184749335050584,0.2769184339046478,0.5348837209302325,0.36363636363636365,0.7142857142857143
