Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
0,50.2,0.6937736082077026,0.0208630823045969,0.40914484596252443,0,50.2,0.6937736082077026,0.0208630823045969,0.40914484596252443,0.42857142857142855,0.125,0.8333333333333334
1,52.9,0.6916638360023498,0.039895474821329116,0.42525070524215697,1,52.9,0.6916638360023498,0.039895474821329116,0.42525070524215697,0.5,0.5,0.5
2,49.9,0.6937814073562623,0.003368816778063774,0.39706531310081483,2,49.9,0.6937814073562623,0.003368816778063774,0.39706531310081483,0.5952380952380952,0.625,0.5555555555555556
3,53.4,0.6918629741668701,0.021006974339485167,0.4189915907382965,3,53.4,0.6918629741668701,0.021006974339485167,0.4189915907382965,0.5238095238095238,0.625,0.3888888888888889
4,54.5,0.6895335054397583,0.01618159231543541,0.42202649188041685,4,54.5,0.6895335054397583,0.01618159231543541,0.42202649188041685,0.5,0.5,0.5
5,54.3,0.6887141265869141,-0.005823188573122025,0.4154410095214844,5,54.3,0.6887141265869141,-0.005823188573122025,0.4154410095214844,0.4523809523809524,0.5833333333333334,0.2777777777777778
6,54.1,0.6896375408172607,0.047871681287884715,0.40907186436653137,6,54.1,0.6896375408172607,0.047871681287884715,0.40907186436653137,0.47619047619047616,0.5416666666666666,0.3888888888888889
7,56.4,0.6821505336761474,0.016069074273109437,0.4205164985656738,7,56.4,0.6821505336761474,0.016069074273109437,0.4205164985656738,0.42857142857142855,0.25,0.6666666666666666
8,53.6,0.6860660543441772,0.01787246557325125,0.3960130984783173,8,53.6,0.6860660543441772,0.01787246557325125,0.3960130984783173,0.42857142857142855,0.4583333333333333,0.3888888888888889
9,52.5,0.6901184291839599,-0.00044206403195858003,0.3841886968612671,9,52.5,0.6901184291839599,-0.00044206403195858003,0.3841886968612671,0.30952380952380953,0.3333333333333333,0.2777777777777778
10,55.3,0.6874331169128418,0.006904001444578171,0.39889864802360536,10,55.3,0.6874331169128418,0.006904001444578171,0.39889864802360536,0.40476190476190477,0.4166666666666667,0.3888888888888889
11,55.5,0.6848134126663208,0.012030390471220016,0.39566045689582824,11,55.5,0.6848134126663208,0.012030390471220016,0.39566045689582824,0.38095238095238093,0.5416666666666666,0.16666666666666666
12,55.3,0.686392391204834,0.028656278908252716,0.38990823650360107,12,55.3,0.686392391204834,0.028656278908252716,0.38990823650360107,0.38095238095238093,0.4583333333333333,0.2777777777777778
13,54.3,0.6859860005378723,0.0030353024899959563,0.37924640941619875,13,54.3,0.6859860005378723,0.0030353024899959563,0.37924640941619875,0.38095238095238093,0.3333333333333333,0.4444444444444444
14,55.3,0.6872323036193848,-0.012959576740860939,0.3815014164447784,14,55.3,0.6872323036193848,-0.012959576740860939,0.3815014164447784,0.40476190476190477,0.5833333333333334,0.16666666666666666
