,Epoch,Train acc,Train Action Loss,Train Location Loss,Train Baseline Loss,Epoch.1,Test Accuracy (%),Test Action Loss,Test Location Loss,Test Baseline Loss,Test Accuracy,Test ASD Accuracy,Test TD Accuracy
10,10.0,56.87619047619048,0.6798038669313703,0.015002503371841816,0.40952837685743965,10.0,56.87619047619048,0.6798038669313703,0.015002503371841816,0.40952837685743965,0.4537689747476462,0.41084623642120316,0.5201851068421265
11,11.0,57.44285714285715,0.675799323967525,0.01749108532603293,0.4083544825883139,11.0,57.44285714285715,0.675799323967525,0.01749108532603293,0.4083544825883139,0.467716722074745,0.46565899086907486,0.48073507307830327
12,12.0,58.004761904761914,0.6709545301482789,0.014293524906748779,0.4071002391520001,12.0,58.004761904761914,0.6709545301482789,0.014293524906748779,0.4071002391520001,0.5145404160274206,0.49369077774650544,0.5282163195814812
13,13.0,59.34761904761905,0.6666725282896132,0.006888694905808975,0.4107254160245259,13.0,59.34761904761905,0.6666725282896132,0.006888694905808975,0.4107254160245259,0.46043932622269257,0.4320678829745615,0.5078707582702544
14,14.0,59.457142857142856,0.6626205320131212,0.01039379343851689,0.40639564669699896,14.0,59.457142857142856,0.6626205320131212,0.01039379343851689,0.40639564669699896,0.46588020337447406,0.42153017506843243,0.5454738111873277
15,15.0,59.50952380952381,0.660603731859298,0.013567879890402132,0.4018214117799486,15.0,59.50952380952381,0.660603731859298,0.013567879890402132,0.4018214117799486,0.4884695099037121,0.5012765871898999,0.49655922628395366
16,16.0,60.400000000000006,0.654215906302134,0.01052537475739204,0.40234674371424173,16.0,60.400000000000006,0.654215906302134,0.01052537475739204,0.40234674371424173,0.4715323342446044,0.4742313990987144,0.48251469797173885
17,17.0,60.314285714285724,0.6549264334951129,0.013835166421319722,0.3970034682239805,17.0,60.314285714285724,0.6549264334951129,0.013835166421319722,0.3970034682239805,0.48569357835497484,0.5234372856000455,0.4776221103747882
18,18.0,61.26190476190476,0.6497920930158524,0.009224267680375304,0.3977884947685969,18.0,61.26190476190476,0.6497920930158524,0.009224267680375304,0.3977884947685969,0.5162683936236154,0.5595955288016322,0.47636771082702095
19,19.0,61.542857142857144,0.6462188413710821,0.013679178093870452,0.3945679775930586,19.0,61.542857142857144,0.6462188413710821,0.013679178093870452,0.3945679775930586,0.5220626495294156,0.5311209810878098,0.5255993765418703
20,20.0,61.380952380952394,0.6461696192991166,0.01401031571875012,0.3890363540365581,20.0,61.380952380952394,0.6461696192991166,0.01401031571875012,0.3890363540365581,0.5133891582115052,0.5490279843995015,0.49060500376097543
21,21.0,62.19523809523809,0.6429586211045584,0.018679347670326602,0.38888149678139455,21.0,62.19523809523809,0.6429586211045584,0.018679347670326602,0.38888149678139455,0.5245494817890214,0.5824959170270979,0.4608606816741443
22,22.0,62.46666666666666,0.640187071164449,0.013726162393533005,0.38568259966941104,22.0,62.46666666666666,0.640187071164449,0.013726162393533005,0.38568259966941104,0.5551769228864082,0.6186973194381421,0.474184132081513
23,23.0,62.69523809523809,0.63815512015706,0.016393416719067633,0.382444322662694,23.0,62.69523809523809,0.63815512015706,0.016393416719067633,0.382444322662694,0.5324671283920915,0.5726805076097425,0.4982278138817185
24,24.0,62.599999999999994,0.6370101074037097,0.013240131418619802,0.37743415026437666,24.0,62.599999999999994,0.6370101074037097,0.013240131418619802,0.37743415026437666,0.5271916818987595,0.5103618002224815,0.5559843871441279
25,25.0,62.32380952380952,0.6396151426860265,0.011801297140972925,0.37184889493669776,25.0,62.32380952380952,0.6396151426860265,0.011801297140972925,0.37184889493669776,0.5158790827196077,0.5343229795905603,0.4987151229675699
26,26.0,63.32380952380953,0.6313591721171427,0.008653855601946484,0.3724682348512468,26.0,63.32380952380953,0.6313591721171427,0.008653855601946484,0.3724682348512468,0.5391512971712407,0.57403423889492,0.5021860714791891
27,27.0,63.48095238095239,0.6297001132624489,0.011041073180025502,0.3690000334637506,27.0,63.48095238095239,0.6297001132624489,0.011041073180025502,0.3690000334637506,0.5271672823343598,0.5434605261562361,0.5234400701546826
28,28.0,63.59523809523811,0.6296804192293257,0.015047203044806168,0.36532704406125194,28.0,63.59523809523811,0.6296804192293257,0.015047203044806168,0.36532704406125194,0.56180585027989,0.5892310672275289,0.5204090954968309
29,29.0,63.27619047619047,0.6294571067719235,0.006257484872426295,0.3598580953223364,29.0,63.27619047619047,0.6294571067719235,0.006257484872426295,0.3598580953223364,0.5426145853587652,0.5948577198024345,0.4784589884771606
30,30.0,63.852380952380955,0.6279158654440016,0.012860801296929484,0.3584608397937956,30.0,63.852380952380955,0.6279158654440016,0.012860801296929484,0.3584608397937956,0.523087854964613,0.5672597587679409,0.4914943742561861
31,31.0,64.8,0.6222719018686386,0.008067794736652131,0.3585615867489859,31.0,64.8,0.6222719018686386,0.008067794736652131,0.3585615867489859,0.5438455842189607,0.5996073868143749,0.48342236335164623
32,32.0,63.77619047619047,0.6260632442406247,0.013471683831441933,0.35025616586776004,32.0,63.77619047619047,0.6260632442406247,0.013471683831441933,0.35025616586776004,0.5427500808673792,0.6083128626251139,0.47589514702397606
33,33.0,64.41904761904763,0.6238878087089175,0.00922377749142189,0.34917864618414923,33.0,64.41904761904763,0.6238878087089175,0.00922377749142189,0.34917864618414923,0.5612682840875077,0.6025804261098378,0.5180198827560518
34,34.0,64.2904761904762,0.6215133962177097,0.01733403587660616,0.34493264674005053,34.0,64.2904761904762,0.6215133962177097,0.01733403587660616,0.34493264674005053,0.5645066485668246,0.6301816579901498,0.49923494696632775
35,35.0,64.8952380952381,0.618022684903372,0.012383497521281215,0.34359323230811534,35.0,64.8952380952381,0.618022684903372,0.012383497521281215,0.34359323230811534,0.5278114000136098,0.5443230721315641,0.520730759885953
36,36.0,64.86190476190475,0.6199978665510812,0.01263724209048915,0.33977164020424794,36.0,64.86190476190475,0.6199978665510812,0.01263724209048915,0.33977164020424794,0.5396959659275185,0.5754810696208307,0.5087056027597919
37,37.0,64.96666666666667,0.6182139187199729,0.010215501629170886,0.33663287341027026,37.0,64.96666666666667,0.6182139187199729,0.010215501629170886,0.33663287341027026,0.5272540045076507,0.5623727960083554,0.5107363336893365
38,38.0,65.21428571428571,0.612426995107106,0.01486423188376991,0.3339629815362749,38.0,65.21428571428571,0.612426995107106,0.01486423188376991,0.3339629815362749,0.5481745999902242,0.5817697892554151,0.5222144782143723
39,39.0,65.81428571428572,0.6119239334833055,0.011435324480136202,0.33257034142244424,39.0,65.81428571428572,0.6119239334833055,0.011435324480136202,0.33257034142244424,0.5283783201753546,0.5464284597411533,0.5275269642563356
40,40.0,64.94285714285714,0.6168947312945411,0.008646767507706338,0.3262392326309567,40.0,64.94285714285714,0.6168947312945411,0.008646767507706338,0.3262392326309567,0.5268085634707126,0.5481595349463549,0.508829284319881
41,41.0,65.61428571428573,0.6110661963621775,0.008400111416620847,0.3250810556127911,41.0,65.61428571428573,0.6110661963621775,0.008400111416620847,0.3250810556127911,0.5483876026242805,0.5718895213587829,0.5367952113466796
42,42.0,65.50952380952381,0.6120578939119974,0.011174110584315765,0.3215388739960534,42.0,65.50952380952381,0.6120578939119974,0.011174110584315765,0.3215388739960534,0.5580613007175124,0.6136082822283618,0.5028167636238324
43,43.0,65.42380952380952,0.613441546462831,0.006137174156095271,0.3181073617140452,43.0,65.42380952380952,0.613441546462831,0.006137174156095271,0.3181073617140452,0.601542997380661,0.6758413094105266,0.5161708148807451
44,44.0,66.20476190476191,0.6097826701005301,0.007756147035353239,0.3172853184654599,44.0,66.20476190476191,0.6097826701005301,0.007756147035353239,0.3172853184654599,0.5698455868946104,0.6025842553927473,0.5367064306017347
45,45.0,66.1952380952381,0.6082554279395511,0.00916943270713088,0.3141104026408423,45.0,66.1952380952381,0.6082554279395511,0.00916943270713088,0.3141104026408423,0.5753438102908491,0.6468648863053994,0.4899950699832437
46,46.0,66.07142857142857,0.6104935735407331,0.011101622056038582,0.310726546605428,46.0,66.07142857142857,0.6104935735407331,0.011101622056038582,0.310726546605428,0.5819170007744324,0.6110930815707464,0.5594275836446961
47,47.0,66.15238095238094,0.6072926153682526,0.00874657811118021,0.30794777287188024,47.0,66.15238095238094,0.6072926153682526,0.00874657811118021,0.30794777287188024,0.5656392710659414,0.5668670179395522,0.5842405014383073
48,48.0,66.13809523809525,0.6052161101500194,0.007583904862403845,0.30503080211934586,48.0,66.13809523809525,0.6052161101500194,0.007583904862403845,0.30503080211934586,0.567168114024675,0.622809091738769,0.5118020015023552
49,49.0,66.32380952380952,0.6060188821043289,0.00871946730358257,0.30261269218581055,49.0,66.32380952380952,0.6060188821043289,0.00871946730358257,0.30261269218581055,0.548469741041014,0.5640097346753692,0.5459441200838333
50,50.0,66.08095238095237,0.6058844611190614,0.010520738440964872,0.29930930596306204,50.0,66.08095238095237,0.6058844611190614,0.010520738440964872,0.29930930596306204,0.5334108289294313,0.5273211357908395,0.548898978610005
51,51.0,66.3047619047619,0.6036498509021032,0.014529941086612964,0.2970613144806453,51.0,66.3047619047619,0.6036498509021032,0.014529941086612964,0.2970613144806453,0.5396187921935022,0.5677507047476087,0.5311400507317089
52,52.0,66.55238095238094,0.603399787005924,0.009207461343812071,0.2949892309279669,52.0,66.55238095238094,0.603399787005924,0.009207461343812071,0.2949892309279669,0.5358652538412829,0.6117825918246086,0.45947555477822954
53,53.0,66.5952380952381,0.6031168594360353,0.01024795040984947,0.29250587574640907,53.0,66.5952380952381,0.6031168594360353,0.01024795040984947,0.29250587574640907,0.5830244714650308,0.6147898553360738,0.5601513005405568
54,54.0,67.01904761904761,0.5982955484844389,0.011016811580175413,0.2906520844187055,54.0,67.01904761904761,0.5982955484844389,0.011016811580175413,0.2906520844187055,0.5632108266908366,0.5719673834446061,0.5642460569277292
55,55.0,67.02857142857141,0.5956840076219467,0.013322323381545967,0.28811002472468783,55.0,67.02857142857141,0.5956840076219467,0.013322323381545967,0.28811002472468783,0.5381413442158861,0.5998043555540239,0.4880908872575219
56,56.0,66.54285714285716,0.600961509579704,0.004461783662793167,0.28490606951145897,56.0,66.54285714285716,0.600961509579704,0.004461783662793167,0.28490606951145897,0.5600085950797767,0.5732284141726866,0.5654459520904727
57,57.0,66.61904761904762,0.6019399081979481,0.010931485257333205,0.28260127149877096,57.0,66.61904761904762,0.6019399081979481,0.010931485257333205,0.28260127149877096,0.5663363198046835,0.5592389268307004,0.5922217132467021
58,58.0,67.71904761904759,0.5919753553299677,0.012251137956622069,0.28198550929341987,58.0,67.71904761904759,0.5919753553299677,0.012251137956622069,0.28198550929341987,0.579816444219671,0.5848695139937953,0.5820678716439538
59,59.0,67.03333333333333,0.5985795854386831,0.006524976102014377,0.2786547749496642,59.0,67.03333333333333,0.5985795854386831,0.006524976102014377,0.2786547749496642,0.5363091498754089,0.5667932244668202,0.5027794438395751
60,60.0,67.0047619047619,0.5990732446852184,0.010145314571758069,0.27629998648734316,60.0,67.0047619047619,0.5990732446852184,0.010145314571758069,0.27629998648734316,0.552637762866674,0.5675057901948658,0.5501487729594762
61,61.0,67.50952380952378,0.5916418371881758,0.005991235905459917,0.27477771848724003,61.0,67.50952380952378,0.5916418371881758,0.005991235905459917,0.27477771848724003,0.5871290515168296,0.6501170643696076,0.5279019489819827
62,62.0,67.39999999999998,0.5907351250421433,0.013610493316536819,0.2724828393118721,62.0,67.39999999999998,0.5907351250421433,0.013610493316536819,0.2724828393118721,0.5587889922715276,0.5759030885081307,0.5476146967813316
63,63.0,67.45714285714287,0.5911817557357607,0.007578250364533478,0.27045507780710853,63.0,67.45714285714287,0.5911817557357607,0.007578250364533478,0.27045507780710853,0.5350074798666375,0.571571132440217,0.5152486204245237
64,64.0,67.47619047619047,0.5937960502987817,0.007972966937791709,0.2683745136942183,64.0,67.47619047619047,0.5937960502987817,0.007972966937791709,0.2683745136942183,0.5647391522958111,0.6378583331259138,0.4871782084305881
65,65.0,67.25714285714287,0.5955842292422341,0.00996394190085782,0.2663134401866368,65.0,67.25714285714287,0.5955842292422341,0.00996394190085782,0.2663134401866368,0.5507069104236124,0.5627294777560147,0.5416633167378317
66,66.0,67.24285714285715,0.5932965736502692,0.009149530827644295,0.2644502238035202,66.0,67.24285714285715,0.5932965736502692,0.009149530827644295,0.2644502238035202,0.5431195790933189,0.5348269291767744,0.5631426470918905
67,67.0,67.68095238095239,0.5873492257367997,0.007033448412659609,0.2628341038908277,67.0,67.68095238095239,0.5873492257367997,0.007033448412659609,0.2628341038908277,0.5529762673988308,0.5395953437196249,0.5767188721407709
68,68.0,67.6952380952381,0.5887876367001306,0.007145908340456903,0.26098780525298343,68.0,67.6952380952381,0.5887876367001306,0.007145908340456903,0.26098780525298343,0.5653067750674505,0.5936065016118091,0.5494101250975855
69,69.0,67.06190476190474,0.5910910776342663,0.00797657839882939,0.258898186802864,69.0,67.06190476190474,0.5910910776342663,0.00797657839882939,0.258898186802864,0.5513363506388835,0.5653618704260014,0.5509023963004983
70,70.0,67.84285714285714,0.5860930852435885,0.004105215609428418,0.2575419637759526,70.0,67.84285714285714,0.5860930852435885,0.004105215609428418,0.2575419637759526,0.5754639109944423,0.6448935235976367,0.5029102207880356
71,71.0,68.1952380952381,0.5858288318543206,0.0077339355264391145,0.2559275268486568,71.0,68.1952380952381,0.5858288318543206,0.0077339355264391145,0.2559275268486568,0.5692116581674858,0.634319437503869,0.4979667381826873
72,72.0,68.19047619047619,0.583734334060124,0.007773017570021579,0.25415605311166667,72.0,68.19047619047619,0.583734334060124,0.007773017570021579,0.25415605311166667,0.538991470441026,0.527666409466498,0.5383434596823727
73,73.0,67.86666666666667,0.589032289595831,0.0009563780217653238,0.2525333710852123,73.0,67.86666666666667,0.589032289595831,0.0009563780217653238,0.2525333710852123,0.5634349042525589,0.5912637782385682,0.5433642208472507
74,74.0,68.19523809523808,0.5831399276597159,0.010324121470962214,0.2509575975395384,74.0,68.19523809523808,0.5831399276597159,0.010324121470962214,0.2509575975395384,0.5960220792562181,0.5862156664898814,0.6231060260361455
75,75.0,67.76666666666667,0.5870799447695413,0.007871299746135837,0.24946671382018493,75.0,67.76666666666667,0.5870799447695413,0.007871299746135837,0.24946671382018493,0.5761609647112835,0.6085024121291259,0.5419974715032213
76,76.0,67.92857142857143,0.5850166099979763,0.004731456937889238,0.24793562342439376,76.0,67.92857142857143,0.5850166099979763,0.004731456937889238,0.24793562342439376,0.5738906096422551,0.616326115773263,0.5243710858358089
77,77.0,68.42857142857142,0.5832371490115211,0.000366222635266314,0.24648761313869832,77.0,68.42857142857142,0.5832371490115211,0.000366222635266314,0.24648761313869832,0.5579423697536756,0.6282035142605686,0.4915352728938004
78,78.0,68.4095238095238,0.5833901233559563,0.005179292496825948,0.24505371898128867,78.0,68.4095238095238,0.5833901233559563,0.005179292496825948,0.24505371898128867,0.5609278333874225,0.578385261600653,0.5670036066804043
79,79.0,68.77142857142854,0.5798914777437846,0.005399084775575548,0.24352776770364665,79.0,68.77142857142854,0.5798914777437846,0.005399084775575548,0.24352776770364665,0.5795347416322818,0.5902807694050506,0.5807087314966669
80,80.0,68.38095238095237,0.5830102799619947,0.008870672741461352,0.24230547683011913,80.0,68.38095238095237,0.5830102799619947,0.008870672741461352,0.24230547683011913,0.5604069382550237,0.5445435750057599,0.5983793695459368
81,81.0,68.04761904761907,0.5820767053081876,0.006571863589897029,0.2412369212423051,81.0,68.04761904761907,0.5820767053081876,0.006571863589897029,0.2412369212423051,0.5629980187230175,0.5995035175154593,0.5298779020888803
82,82.0,68.1952380952381,0.581101014988763,0.005709622679544319,0.23992795846008116,82.0,68.1952380952381,0.581101014988763,0.005709622679544319,0.23992795846008116,0.5552429009975424,0.6082985028142038,0.4965918963568137
83,83.0,68.4952380952381,0.580662570771717,0.0058859414160251375,0.23848585464840838,83.0,68.4952380952381,0.580662570771717,0.0058859414160251375,0.23848585464840838,0.5383053374989164,0.5565490151403465,0.5241219371043613
84,84.0,68.55238095238096,0.5801871175652459,0.0029405839130991892,0.2373184473968687,84.0,68.55238095238096,0.5801871175652459,0.0029405839130991892,0.2373184473968687,0.5719618208407822,0.5847981935996088,0.5591278794762248
85,85.0,68.36190476190477,0.5782176058860051,0.004802363797312671,0.23639248126461393,85.0,68.36190476190477,0.5782176058860051,0.004802363797312671,0.23639248126461393,0.5727876101928716,0.5818994264372416,0.5768829576071466
86,86.0,68.4,0.5782524804841904,0.007773338318935434,0.2352980274132319,86.0,68.4,0.5782524804841904,0.007773338318935434,0.2352980274132319,0.5563786923371664,0.5774803541831407,0.5431615997530465
87,87.0,68.3047619047619,0.5803336686293283,0.0074507541344279,0.23429524635133284,87.0,68.3047619047619,0.5803336686293283,0.0074507541344279,0.23429524635133284,0.5690377613237851,0.6515006321507869,0.4732631789049207
88,88.0,68.4047619047619,0.5771223156452179,0.0032442325303951897,0.23310783970923646,88.0,68.4047619047619,0.5771223156452179,0.0032442325303951897,0.23310783970923646,0.546472453088168,0.5561790106792317,0.5443306702289357
89,89.0,68.43333333333334,0.5785588223593576,0.004491302166311495,0.23228207188560848,89.0,68.43333333333334,0.5785588223593576,0.004491302166311495,0.23228207188560848,0.5588603788208923,0.5472644400662977,0.591238918654164
90,90.0,68.88095238095238,0.5742820385524204,-1.436527995848098e-06,0.2309692274956476,90.0,68.88095238095238,0.5742820385524204,-1.436527995848098e-06,0.2309692274956476,0.5719468490649223,0.6469722657803155,0.4867394173535165
91,91.0,69.26666666666668,0.5721246774764287,0.005465313595675277,0.22949200742585313,91.0,69.26666666666668,0.5721246774764287,0.005465313595675277,0.22949200742585313,0.560649703051318,0.5560596646952243,0.5694144578757003
92,92.0,68.38571428571427,0.5813031402883075,0.0003280897772028334,0.2296360478401184,92.0,68.38571428571427,0.5813031402883075,0.0003280897772028334,0.2296360478401184,0.5595058883609705,0.5802011394669511,0.5482208812841181
93,93.0,67.55714285714286,0.5826429797467733,0.004813893685738234,0.2302643150999432,93.0,67.55714285714286,0.5826429797467733,0.004813893685738234,0.2302643150999432,0.5442233892761736,0.5384588444628249,0.570853651656442
94,94.0,69.13333333333333,0.5733599238736289,0.0032045452977929666,0.2271407903886976,94.0,69.13333333333333,0.5733599238736289,0.0032045452977929666,0.2271407903886976,0.582329164067018,0.6268686900597559,0.5348692871504055
95,95.0,69.08571428571429,0.5723910926750728,0.009025317666431252,0.2263530950262432,95.0,69.08571428571429,0.5723910926750728,0.009025317666431252,0.2263530950262432,0.5546496785147325,0.5841282286439297,0.5336727889732045
96,96.0,68.74285714285713,0.5749657985539663,0.002378483234062071,0.22613470012801032,96.0,68.74285714285713,0.5749657985539663,0.002378483234062071,0.22613470012801032,0.5693864809987019,0.5819623702750637,0.5651784105455048
97,97.0,69.1952380952381,0.5731213470016205,-1.1739918873419635e-05,0.22470988297462463,97.0,69.1952380952381,0.5731213470016205,-1.1739918873419635e-05,0.22470988297462463,0.5507233279411884,0.5867874262942818,0.5075492986413993
98,98.0,69.01428571428573,0.572923881928126,0.0013589471901456435,0.22443724777584984,98.0,69.01428571428573,0.572923881928126,0.0013589471901456435,0.22443724777584984,0.5467046357405859,0.5483428618656393,0.5447357483547703
99,99.0,69.13333333333334,0.5724591457616716,0.0034755011977893767,0.22349065361136478,99.0,69.13333333333334,0.5724591457616716,0.0034755011977893767,0.22349065361136478,0.5715437149361142,0.6071980626381335,0.5337554434435865
100,100.0,68.97619047619048,0.5716653252215613,0.006548097183661767,0.22304878216130386,100.0,68.97619047619048,0.5716653252215613,0.006548097183661767,0.22304878216130386,0.5660900943806964,0.5758325658812169,0.5558901300159016
101,101.0,68.9857142857143,0.5728500768003011,0.0019295720385298855,0.22233031598726904,101.0,68.9857142857143,0.5728500768003011,0.0019295720385298855,0.22233031598726904,0.5789667118392556,0.5845149862177725,0.5881483549432995
102,102.0,69.22857142857143,0.5696051734629132,-0.00032776475839671915,0.22153470944790604,102.0,69.22857142857143,0.5696051734629132,-0.00032776475839671915,0.22153470944790604,0.5621006579620763,0.5946235751078741,0.5297380826218104
103,103.0,69.11904761904762,0.5722004766918364,-0.002087530565758538,0.2210536891732897,103.0,69.11904761904762,0.5722004766918364,-0.002087530565758538,0.2210536891732897,0.5668901226614865,0.5899539241533934,0.5577482887383278
104,104.0,69.39047619047618,0.5724482169832502,0.004048752199503634,0.22004102689879276,104.0,69.39047619047618,0.5724482169832502,0.004048752199503634,0.22004102689879276,0.5735512284322576,0.5943040693151264,0.547272622499292
105,105.0,68.72380952380952,0.5691848607858022,-0.00013264481545913767,0.22092922299816492,105.0,68.72380952380952,0.5691848607858022,-0.00013264481545913767,0.22092922299816492,0.5744958244854738,0.5379407743958827,0.6242112163960422
106,106.0,69.80476190476189,0.5680604990096318,0.004782289435111314,0.21817161545867012,106.0,69.80476190476189,0.5680604990096318,0.004782289435111314,0.21817161545867012,0.5391834279709142,0.5413467619902825,0.5486786056909414
107,107.0,69.41904761904763,0.5669987571693602,0.0013712251161535492,0.21853069701081224,107.0,69.41904761904763,0.5669987571693602,0.0013712251161535492,0.21853069701081224,0.5606095129367192,0.6286394142984146,0.4892132584027764
108,108.0,69.44285714285714,0.5670522957983472,0.0033606079341400143,0.21798541235923763,108.0,69.44285714285714,0.5670522957983472,0.0033606079341400143,0.21798541235923763,0.5705702201805457,0.5742425359298424,0.5769982185602439
109,109.0,69.15714285714286,0.5673142190320151,-0.0023078140439022144,0.21822840724672585,109.0,69.15714285714286,0.5673142190320151,-0.0023078140439022144,0.21822840724672585,0.5527800618827322,0.5534199325663279,0.5649219120651058
110,110.0,69.78095238095237,0.5656820122060321,0.002617650656473058,0.2163144707112085,110.0,69.78095238095237,0.5656820122060321,0.002617650656473058,0.2163144707112085,0.5311488873557911,0.557530029555682,0.5035451976366444
111,111.0,69.67142857142858,0.5655644126676377,0.0015271864125416287,0.21620809278034023,111.0,69.67142857142858,0.5655644126676377,0.0015271864125416287,0.21620809278034023,0.5373125742820052,0.5492788822067902,0.5383044191487935
112,112.0,69.27142857142859,0.5691182258696783,0.0009957834634752372,0.21685726723784485,112.0,69.27142857142859,0.5691182258696783,0.0009957834634752372,0.21685726723784485,0.5431033628944245,0.5106853746283202,0.5806096453328344
113,113.0,69.41428571428571,0.5645601473308745,0.002545510792661262,0.216222569777852,113.0,69.41428571428571,0.5645601473308745,0.002545510792661262,0.216222569777852,0.5715239168821589,0.595593500558118,0.5445149519253416
114,114.0,69.76666666666668,0.5633713781493052,0.002031768352857643,0.2149755144176029,114.0,69.76666666666668,0.5633713781493052,0.002031768352857643,0.2149755144176029,0.566499426831834,0.555590417985376,0.5933221826742393
115,115.0,69.63809523809523,0.561173235405059,0.005315564596936802,0.21500549343654085,115.0,69.63809523809523,0.561173235405059,0.005315564596936802,0.21500549343654085,0.5714345485220299,0.5815123497564895,0.5666923469107957
116,116.0,70.02857142857142,0.5617729881831578,0.0057524239353480625,0.21353869463148567,116.0,70.02857142857142,0.5617729881831578,0.0057524239353480625,0.21353869463148567,0.5444339926116922,0.5748609651197002,0.5175266445250869
117,117.0,69.70952380952382,0.5628436764762514,0.004774608030915233,0.21415384163742965,117.0,69.70952380952382,0.5628436764762514,0.004774608030915233,0.21415384163742965,0.5623335853954052,0.5638163558884479,0.5780638062496802
118,118.0,69.36666666666665,0.5673931097303119,0.0034626432868341524,0.21494195984091075,118.0,69.36666666666665,0.5673931097303119,0.0034626432868341524,0.21494195984091075,0.5615520491227098,0.5304675299146772,0.5943449970885888
119,119.0,69.13809523809525,0.5660610268570129,0.007040015917093962,0.2154535082067762,119.0,69.13809523809525,0.5660610268570129,0.007040015917093962,0.2154535082067762,0.5568449833967266,0.5807309367128031,0.5434903277354672
120,120.0,69.68095238095238,0.5611682694185348,0.004289315606334362,0.21360487092392783,120.0,69.68095238095238,0.5611682694185348,0.004289315606334362,0.21360487092392783,0.55580011427792,0.5580587099273521,0.5717946751545775
121,121.0,70.10952380952382,0.5627650496392024,-0.004060954610861471,0.21212072687489641,121.0,70.10952380952382,0.5627650496392024,-0.004060954610861471,0.21212072687489641,0.5456263621376538,0.5666730807155397,0.5422640172265194
122,122.0,69.68095238095236,0.563458085843495,0.0006524022636669098,0.21317319946061994,122.0,69.68095238095236,0.563458085843495,0.0006524022636669098,0.21317319946061994,0.5561835027519817,0.578389011106835,0.5426871002659899
123,123.0,69.53809523809525,0.5651187979493822,-0.000839181399061557,0.21336167936098,123.0,69.53809523809525,0.5651187979493822,-0.000839181399061557,0.21336167936098,0.5728382626179851,0.5597336223165504,0.5891435953990037
124,124.0,69.47619047619045,0.564343949011394,-0.0012773331882698243,0.21347971043984093,124.0,69.47619047619045,0.564343949011394,-0.0012773331882698243,0.21347971043984093,0.5463933317982339,0.5349267298625989,0.5767288901322033
125,125.0,70.1904761904762,0.5582207205636162,0.005602576961829519,0.2111364674057279,125.0,70.1904761904762,0.5582207205636162,0.005602576961829519,0.2111364674057279,0.5511069449148653,0.5755347593582887,0.5384162207980066
126,126.0,69.36666666666667,0.5641769236950647,-0.004765466067407796,0.21348222279832468,126.0,69.36666666666667,0.5641769236950647,-0.004765466067407796,0.21348222279832468,0.547428756335435,0.5423489970150739,0.5608553769842543
127,127.0,69.8047619047619,0.5604607850710551,0.0022670765863287844,0.21189808682600647,127.0,69.8047619047619,0.5604607850710551,0.0022670765863287844,0.21189808682600647,0.534967792931014,0.5163831082672304,0.5704154646857471
128,128.0,70.05238095238096,0.5618600794247218,0.0014330299187983809,0.21116543983277816,128.0,70.05238095238096,0.5618600794247218,0.0014330299187983809,0.21116543983277816,0.5773213320982692,0.6591832905410968,0.49099500847885547
